Code géographique;Libellé géographique;Aire d'attraction des villes 2020;Libellé aire d'attraction des villes 2020;Catégorie commune dans aire d'attraction des villes 2020;Département;Région
57061;Béning-lès-Saint-Avold;508;Farébersviller;12;57;44
57062;Berg-sur-Moselle;LUX;Luxembourg (partie française);20;57;44
57063;Bérig-Vintrange;541;Morhange;20;57;44
57064;Berling;000;Commune hors attraction des villes;30;57;44
57065;Bermering;541;Morhange;20;57;44
57066;Berthelming;170;Sarrebourg;20;57;44
57067;Bertrange;LUX;Luxembourg (partie française);20;57;44
57069;Berviller-en-Moselle;000;Commune hors attraction des villes;30;57;44
57070;Bettange;000;Commune hors attraction des villes;30;57;44
57071;Bettborn;170;Sarrebourg;20;57;44
57072;Bettelainville;033;Metz;20;57;44
57073;Betting;000;Commune hors attraction des villes;30;57;44
57074;Bettviller;121;Sarreguemines (partie française);20;57;44
57075;Beux;033;Metz;20;57;44
57076;Beyren-lès-Sierck;LUX;Luxembourg (partie française);20;57;44
57077;Bezange-la-Petite;000;Commune hors attraction des villes;30;57;44
57079;Bibiche;501;Bouzonville;20;57;44
57080;Bickenholtz;170;Sarrebourg;20;57;44
57081;Bidestroff;527;Dieuze;20;57;44
57082;Biding;178;Saint-Avold (partie française);20;57;44
57083;Bining;121;Sarreguemines (partie française);20;57;44
57084;Bioncourt;020;Nancy;20;57;44
57085;Bionville-sur-Nied;033;Metz;20;57;44
57086;Belles-Forêts;170;Sarrebourg;20;57;44
57087;Bisten-en-Lorraine;178;Saint-Avold (partie française);20;57;44
57088;Bistroff;000;Commune hors attraction des villes;30;57;44
57089;Bitche;517;Bitche;11;57;44
57090;Blanche-Église;527;Dieuze;20;57;44
57091;Bliesbruck;121;Sarreguemines (partie française);20;57;44
57092;Blies-Ébersing;SAR;Sarrebruck (partie française);20;57;44
57093;Blies-Guersviller;SAR;Sarrebruck (partie française);20;57;44
57095;Boucheporn;178;Saint-Avold (partie française);20;57;44
57096;Boulange;LUX;Luxembourg (partie française);20;57;44
57097;Boulay-Moselle;033;Metz;20;57;44
57098;Bourgaltroff;527;Dieuze;20;57;44
57099;Bourdonnay;527;Dieuze;20;57;44
57100;Bourscheid;000;Commune hors attraction des villes;30;57;44
57101;Bousbach;197;Forbach (partie française);20;57;44
57102;Bousse;LUX;Luxembourg (partie française);20;57;44
57103;Bousseviller;000;Commune hors attraction des villes;30;57;44
57104;Boust;LUX;Luxembourg (partie française);20;57;44
57105;Boustroff;461;Faulquemont;20;57;44
57106;Bouzonville;501;Bouzonville;11;57;44
57107;Bréhain;000;Commune hors attraction des villes;30;57;44
57108;Breidenbach;000;Commune hors attraction des villes;30;57;44
57109;Breistroff-la-Grande;LUX;Luxembourg (partie française);20;57;44
57110;Brettnach;000;Commune hors attraction des villes;30;57;44
57111;Bronvaux;033;Metz;20;57;44
57112;Brouck;033;Metz;20;57;44
57113;Brouderdorff;170;Sarrebourg;20;57;44
57114;Brouviller;170;Sarrebourg;20;57;44
57115;Brulange;033;Metz;20;57;44
57116;Buchy;033;Metz;20;57;44
57117;Buding;LUX;Luxembourg (partie française);20;57;44
57118;Budling;LUX;Luxembourg (partie française);20;57;44
57119;Buhl-Lorraine;170;Sarrebourg;20;57;44
57120;Burlioncourt;541;Morhange;20;57;44
57121;Burtoncourt;033;Metz;20;57;44
57122;Cappel;000;Commune hors attraction des villes;30;57;44
57123;Carling;280;Creutzwald;12;57;44
57124;Cattenom;LUX;Luxembourg (partie française);20;57;44
57125;Chailly-lès-Ennery;033;Metz;20;57;44
57126;Chambrey;020;Nancy;20;57;44
57127;Chanville;033;Metz;20;57;44
57128;Charleville-sous-Bois;033;Metz;20;57;44
57129;Charly-Oradour;033;Metz;20;57;44
57130;Château-Bréhain;000;Commune hors attraction des villes;30;57;44
57131;Château-Rouge;501;Bouzonville;20;57;44
57132;Château-Salins;000;Commune hors attraction des villes;30;57;44
57133;Château-Voué;000;Commune hors attraction des villes;30;57;44
57134;Châtel-Saint-Germain;033;Metz;20;57;44
57136;Chémery-les-Deux;000;Commune hors attraction des villes;30;57;44
57137;Cheminot;033;Metz;20;57;44
57138;Chenois;033;Metz;20;57;44
57139;Chérisey;033;Metz;20;57;44
57140;Chesny;033;Metz;20;57;44
57141;Chicourt;000;Commune hors attraction des villes;30;57;44
57142;Chieulles;033;Metz;20;57;44
57143;Clouange;LUX;Luxembourg (partie française);20;57;44
57144;Cocheren;197;Forbach (partie française);20;57;44
57145;Coincy;033;Metz;20;57;44
57146;Coin-lès-Cuvry;033;Metz;20;57;44
57147;Coin-sur-Seille;033;Metz;20;57;44
57148;Colligny-Maizery;033;Metz;20;57;44
57149;Colmen;000;Commune hors attraction des villes;30;57;44
57150;Condé-Northen;033;Metz;20;57;44
57151;Conthil;541;Morhange;20;57;44
57152;Contz-les-Bains;LUX;Luxembourg (partie française);20;57;44
57153;Corny-sur-Moselle;033;Metz;20;57;44
57154;Coume;000;Commune hors attraction des villes;30;57;44
57155;Courcelles-Chaussy;033;Metz;20;57;44
57156;Courcelles-sur-Nied;033;Metz;20;57;44
57158;Craincourt;033;Metz;20;57;44
57159;Créhange;461;Faulquemont;12;57;44
57160;Creutzwald;280;Creutzwald;11;57;44
57161;Cutting;527;Dieuze;20;57;44
57162;Cuvry;033;Metz;20;57;44
57163;Dabo;170;Sarrebourg;20;57;44
57165;Dalem;280;Creutzwald;20;57;44
57166;Dalhain;541;Morhange;20;57;44
57167;Dalstein;000;Commune hors attraction des villes;30;57;44
57168;Danne-et-Quatre-Vents;000;Commune hors attraction des villes;30;57;44
57169;Dannelbourg;597;Phalsbourg;12;57;44
57171;Delme;033;Metz;20;57;44
57172;Denting;033;Metz;20;57;44
57173;Desseling;170;Sarrebourg;20;57;44
57174;Destry;033;Metz;20;57;44
57175;Diane-Capelle;170;Sarrebourg;20;57;44
57176;Diebling;121;Sarreguemines (partie française);20;57;44
57177;Dieuze;527;Dieuze;11;57;44
57178;Diffembach-lès-Hellimer;000;Commune hors attraction des villes;30;57;44
57179;Distroff;LUX;Luxembourg (partie française);20;57;44
57180;Dolving;170;Sarrebourg;20;57;44
57181;Domnom-lès-Dieuze;527;Dieuze;20;57;44
57182;Donjeux;033;Metz;20;57;44
57183;Donnelay;527;Dieuze;20;57;44
57186;Ébersviller;000;Commune hors attraction des villes;30;57;44
57187;Éblange;000;Commune hors attraction des villes;30;57;44
57188;Éguelshardt;517;Bitche;20;57;44
57189;Eincheville;000;Commune hors attraction des villes;30;57;44
57190;Elvange;033;Metz;20;57;44
57191;Elzange;LUX;Luxembourg (partie française);20;57;44
57192;Enchenberg;121;Sarreguemines (partie française);20;57;44
57193;Ennery;033;Metz;20;57;44
57194;Entrange;LUX;Luxembourg (partie française);20;57;44
57195;Epping;000;Commune hors attraction des villes;30;57;44
57196;Erching;121;Sarreguemines (partie française);20;57;44
57197;Ernestviller;121;Sarreguemines (partie française);20;57;44
57198;Erstroff;000;Commune hors attraction des villes;30;57;44
57199;Escherange;LUX;Luxembourg (partie française);20;57;44
57200;Les Étangs;033;Metz;20;57;44
57201;Etting;121;Sarreguemines (partie française);20;57;44
57202;Etzling;SAR;Sarrebruck (partie française);20;57;44
57203;Évrange;LUX;Luxembourg (partie française);20;57;44
57204;Failly;033;Metz;20;57;44
57205;Falck;280;Creutzwald;20;57;44
57206;Fameck;LUX;Luxembourg (partie française);13;57;44
57207;Farébersviller;508;Farébersviller;11;57;44
57208;Farschviller;000;Commune hors attraction des villes;30;57;44
57209;Faulquemont;461;Faulquemont;11;57;44
57210;Fénétrange;170;Sarrebourg;20;57;44
57211;Fèves;033;Metz;20;57;44
57212;Féy;033;Metz;20;57;44
57213;Filstroff;501;Bouzonville;20;57;44
57214;Fixem;LUX;Luxembourg (partie française);20;57;44
57215;Flastroff;000;Commune hors attraction des villes;30;57;44
57216;Fleisheim;000;Commune hors attraction des villes;30;57;44
57217;Flétrange;033;Metz;20;57;44
57218;Fleury;033;Metz;20;57;44
57219;Flévy;033;Metz;20;57;44
57220;Flocourt;033;Metz;20;57;44
57221;Florange;LUX;Luxembourg (partie française);13;57;44
57222;Folkling;197;Forbach (partie française);20;57;44
57224;Folschviller;178;Saint-Avold (partie française);20;57;44
57225;Fonteny;033;Metz;20;57;44
57226;Fontoy;LUX;Luxembourg (partie française);20;57;44
57227;Forbach;197;Forbach (partie française);11;57;44
57228;Fossieux;020;Nancy;20;57;44
57229;Foulcrey;170;Sarrebourg;20;57;44
57230;Fouligny;033;Metz;20;57;44
57231;Foville;033;Metz;20;57;44
57232;Francaltroff;000;Commune hors attraction des villes;30;57;44
57233;Fraquelfing;170;Sarrebourg;20;57;44
57234;Frauenberg;SAR;Sarrebruck (partie française);20;57;44
57235;Freistroff;501;Bouzonville;20;57;44
57236;Frémery;033;Metz;20;57;44
57237;Frémestroff;178;Saint-Avold (partie française);20;57;44
57238;Fresnes-en-Saulnois;000;Commune hors attraction des villes;30;57;44
57239;Freybouse;178;Saint-Avold (partie française);20;57;44
57240;Freyming-Merlebach;322;Freyming-Merlebach (partie française);11;57;44
57241;Fribourg;170;Sarrebourg;20;57;44
57242;Gandrange;LUX;Luxembourg (partie française);20;57;44
57244;Garrebourg;000;Commune hors attraction des villes;30;57;44
57245;Gavisse;LUX;Luxembourg (partie française);20;57;44
57246;Gelucourt;527;Dieuze;20;57;44
57247;Gerbécourt;000;Commune hors attraction des villes;30;57;44
57248;Givrycourt;000;Commune hors attraction des villes;30;57;44
57249;Glatigny;033;Metz;20;57;44
57250;Goetzenbruck;000;Commune hors attraction des villes;30;57;44
57251;Goin;033;Metz;20;57;44
57252;Gomelange;033;Metz;20;57;44
57253;Gondrexange;170;Sarrebourg;20;57;44
57254;Gorze;033;Metz;20;57;44
57255;Gosselming;170;Sarrebourg;20;57;44
57256;Gravelotte;033;Metz;20;57;44
57257;Grémecey;020;Nancy;20;57;44
57258;Gréning;000;Commune hors attraction des villes;30;57;44
57259;Grindorff-Bizing;000;Commune hors attraction des villes;30;57;44
57260;Grosbliederstroff;SAR;Sarrebruck (partie française);20;57;44
57261;Gros-Réderching;121;Sarreguemines (partie française);20;57;44
57262;Grostenquin;000;Commune hors attraction des villes;30;57;44
57263;Grundviller;121;Sarreguemines (partie française);20;57;44
57264;Guebenhouse;121;Sarreguemines (partie française);20;57;44
57265;Guébestroff;527;Dieuze;20;57;44
57266;Guéblange-lès-Dieuze;527;Dieuze;20;57;44
57267;Le Val-de-Guéblange;121;Sarreguemines (partie française);20;57;44
57268;Guébling;527;Dieuze;20;57;44
57269;Guénange;LUX;Luxembourg (partie française);20;57;44
57270;Val-de-Bride;527;Dieuze;20;57;44
57271;Guenviller;322;Freyming-Merlebach (partie française);20;57;44
57272;Guermange;527;Dieuze;20;57;44
57273;Guerstling;000;Commune hors attraction des villes;30;57;44
57274;Guerting;280;Creutzwald;20;57;44
57275;Guessling-Hémering;178;Saint-Avold (partie française);20;57;44
57276;Guinglange;033;Metz;20;57;44
57277;Guinkirchen;033;Metz;20;57;44
57278;Guinzeling;527;Dieuze;20;57;44
57280;Guntzviller;170;Sarrebourg;20;57;44
57281;Haboudange;541;Morhange;20;57;44
57282;Hagen;LUX;Luxembourg (partie française);20;57;44
57283;Hagondange;033;Metz;20;57;44
57284;Hallering;033;Metz;20;57;44
57286;Halstroff;LUX;Luxembourg (partie française);20;57;44
57287;Basse-Ham;LUX;Luxembourg (partie française);20;57;44
57288;Ham-sous-Varsberg;280;Creutzwald;12;57;44
57289;Hambach;121;Sarreguemines (partie française);20;57;44
57290;Hampont;000;Commune hors attraction des villes;30;57;44
57291;Hangviller;000;Commune hors attraction des villes;30;57;44
57292;Hannocourt;033;Metz;20;57;44
57293;Han-sur-Nied;033;Metz;20;57;44
57294;Hanviller;517;Bitche;20;57;44
57295;Haraucourt-sur-Seille;527;Dieuze;20;57;44
57296;Hargarten-aux-Mines;280;Creutzwald;20;57;44
57297;Harprich;541;Morhange;20;57;44
57298;Harreberg;170;Sarrebourg;20;57;44
57299;Hartzviller;170;Sarrebourg;20;57;44
57300;Haselbourg;000;Commune hors attraction des villes;30;57;44
57301;Haspelschiedt;517;Bitche;20;57;44
57302;Hattigny;170;Sarrebourg;20;57;44
57303;Hauconcourt;033;Metz;20;57;44
57304;Haut-Clocher;170;Sarrebourg;20;57;44
57305;Havange;LUX;Luxembourg (partie française);20;57;44
57306;Hayange;LUX;Luxembourg (partie française);13;57;44
57307;Hayes;033;Metz;20;57;44
57308;Hazembourg;000;Commune hors attraction des villes;30;57;44
57309;Heining-lès-Bouzonville;000;Commune hors attraction des villes;30;57;44
57310;Hellering-lès-Fénétrange;170;Sarrebourg;20;57;44
57311;Hellimer;000;Commune hors attraction des villes;30;57;44
57312;Helstroff;033;Metz;20;57;44
57313;Hémilly;033;Metz;20;57;44
57314;Héming;170;Sarrebourg;20;57;44
57315;Henridorff;170;Sarrebourg;20;57;44
57316;Henriville;000;Commune hors attraction des villes;30;57;44
57317;Hérange;170;Sarrebourg;20;57;44
57318;Hermelange;170;Sarrebourg;20;57;44
57319;Herny;033;Metz;20;57;44
57320;Hertzing;170;Sarrebourg;20;57;44
57321;Hesse;170;Sarrebourg;20;57;44
57322;Hestroff;033;Metz;20;57;44
57323;Hettange-Grande;LUX;Luxembourg (partie française);20;57;44
57324;Hilbesheim;170;Sarrebourg;20;57;44
57325;Hilsprich;121;Sarreguemines (partie française);20;57;44
57326;Hinckange;033;Metz;20;57;44
57328;Holacourt;033;Metz;20;57;44
57329;Holling;501;Bouzonville;20;57;44
57330;Holving;121;Sarreguemines (partie française);20;57;44
57331;Hombourg-Budange;000;Commune hors attraction des villes;30;57;44
57332;Hombourg-Haut;322;Freyming-Merlebach (partie française);12;57;44
57333;Hommarting;170;Sarrebourg;20;57;44
57334;Hommert;170;Sarrebourg;20;57;44
57335;Honskirch;000;Commune hors attraction des villes;30;57;44
57336;L'Hôpital;178;Saint-Avold (partie française);20;57;44
57337;Hoste;000;Commune hors attraction des villes;30;57;44
57338;Hottviller;000;Commune hors attraction des villes;30;57;44
57339;Hultehouse;010;Strasbourg (partie française);20;57;44
57340;Hundling;121;Sarreguemines (partie française);20;57;44
57341;Hunting;LUX;Luxembourg (partie française);20;57;44
57342;Ibigny;170;Sarrebourg;20;57;44
57343;Illange;LUX;Luxembourg (partie française);20;57;44
57344;Imling;170;Sarrebourg;20;57;44
57345;Inglange;LUX;Luxembourg (partie française);20;57;44
57346;Insming;000;Commune hors attraction des villes;30;57;44
57347;Insviller;000;Commune hors attraction des villes;30;57;44
57348;Ippling;121;Sarreguemines (partie française);20;57;44
57349;Jallaucourt;020;Nancy;20;57;44
57350;Jouy-aux-Arches;033;Metz;20;57;44
57351;Jury;033;Metz;20;57;44
57352;Jussy;033;Metz;20;57;44
57353;Juvelize;527;Dieuze;20;57;44
57354;Juville;033;Metz;20;57;44
57355;Kalhausen;121;Sarreguemines (partie française);20;57;44
57356;Kanfen;LUX;Luxembourg (partie française);20;57;44
57357;Kappelkinger;000;Commune hors attraction des villes;30;57;44
57358;Kédange-sur-Canner;LUX;Luxembourg (partie française);20;57;44
57359;Kemplich;000;Commune hors attraction des villes;30;57;44
57360;Kerbach;SAR;Sarrebruck (partie française);20;57;44
57361;Kerling-lès-Sierck;LUX;Luxembourg (partie française);20;57;44
57362;Kerprich-aux-Bois;170;Sarrebourg;20;57;44
57364;Kirsch-lès-Sierck;LUX;Luxembourg (partie française);20;57;44
57365;Kirschnaumen;LUX;Luxembourg (partie française);20;57;44
57366;Kirviller;000;Commune hors attraction des villes;30;57;44
57367;Klang;LUX;Luxembourg (partie française);20;57;44
57368;Knutange;LUX;Luxembourg (partie française);13;57;44
57370;Kœnigsmacker;LUX;Luxembourg (partie française);20;57;44
57371;Haute-Kontz;LUX;Luxembourg (partie française);20;57;44
57372;Kuntzig;LUX;Luxembourg (partie française);20;57;44
57373;Lachambre;178;Saint-Avold (partie française);20;57;44
57374;Lafrimbolle;170;Sarrebourg;20;57;44
57375;Lagarde;000;Commune hors attraction des villes;30;57;44
57376;Lambach;517;Bitche;20;57;44
57377;Landange;170;Sarrebourg;20;57;44
57379;Landroff;541;Morhange;20;57;44
57380;Laneuveville-lès-Lorquin;170;Sarrebourg;20;57;44
57381;Laneuveville-en-Saulnois;033;Metz;20;57;44
57382;Langatte;170;Sarrebourg;20;57;44
57383;Languimberg;170;Sarrebourg;20;57;44
57384;Laning;178;Saint-Avold (partie française);20;57;44
57385;Laquenexy;033;Metz;20;57;44
57386;Laudrefang;178;Saint-Avold (partie française);20;57;44
57387;Laumesfeld;LUX;Luxembourg (partie française);20;57;44
57388;Launstroff;LUX;Luxembourg (partie française);20;57;44
57389;Lelling;178;Saint-Avold (partie française);20;57;44
57390;Lemberg;000;Commune hors attraction des villes;30;57;44
57391;Lemoncourt;033;Metz;20;57;44
57392;Lemud;033;Metz;20;57;44
57393;Lengelsheim;000;Commune hors attraction des villes;30;57;44
57394;Léning;000;Commune hors attraction des villes;30;57;44
57395;Lesse;033;Metz;20;57;44
57396;Lessy;033;Metz;20;57;44
57397;Ley;527;Dieuze;20;57;44
57398;Leyviller;000;Commune hors attraction des villes;30;57;44
57399;Lezey;000;Commune hors attraction des villes;30;57;44
57401;Lidrezing;541;Morhange;20;57;44
57402;Liederschiedt;517;Bitche;20;57;44
57403;Liéhon;033;Metz;20;57;44
57404;Lindre-Basse;527;Dieuze;20;57;44
57405;Lindre-Haute;527;Dieuze;20;57;44
57406;Liocourt;033;Metz;20;57;44
57407;Lixheim;170;Sarrebourg;20;57;44
57408;Lixing-lès-Rouhling;SAR;Sarrebruck (partie française);20;57;44
57409;Lixing-lès-Saint-Avold;178;Saint-Avold (partie française);20;57;44
57410;Lhor;000;Commune hors attraction des villes;30;57;44
57411;Lommerange;LUX;Luxembourg (partie française);20;57;44
57412;Longeville-lès-Metz;033;Metz;12;57;44
57413;Longeville-lès-Saint-Avold;178;Saint-Avold (partie française);20;57;44
57414;Lorquin;170;Sarrebourg;20;57;44
57415;Lorry-lès-Metz;033;Metz;20;57;44
57416;Lorry-Mardigny;033;Metz;20;57;44
57417;Lostroff;527;Dieuze;20;57;44
57418;Loudrefing;170;Sarrebourg;20;57;44
57419;Loupershouse;121;Sarreguemines (partie française);20;57;44
57421;Loutzviller;000;Commune hors attraction des villes;30;57;44
57422;Louvigny;033;Metz;20;57;44
57423;Lubécourt;033;Metz;20;57;44
57424;Lucy;033;Metz;20;57;44
57425;Luppy;033;Metz;20;57;44
57426;Luttange;LUX;Luxembourg (partie française);20;57;44
57427;Lutzelbourg;597;Phalsbourg;12;57;44
57428;Macheren;178;Saint-Avold (partie française);20;57;44
57430;Mainvillers;461;Faulquemont;20;57;44
57431;Maizeroy;033;Metz;20;57;44
57433;Maizières-lès-Metz;033;Metz;20;57;44
57434;Maizières-lès-Vic;527;Dieuze;20;57;44
57436;Malaucourt-sur-Seille;020;Nancy;20;57;44
57437;Malling;LUX;Luxembourg (partie française);20;57;44
57438;Malroy;033;Metz;20;57;44
57439;Manderen-Ritzing;LUX;Luxembourg (partie française);20;57;44
57440;Manhoué;020;Nancy;20;57;44
57441;Manom;LUX;Luxembourg (partie française);20;57;44
57442;Many;033;Metz;20;57;44
57443;Marange-Silvange;033;Metz;20;57;44
57444;Marange-Zondrange;033;Metz;20;57;44
57445;Marieulles;033;Metz;20;57;44
57446;Marimont-lès-Bénestroff;527;Dieuze;20;57;44
57447;Marly;033;Metz;20;57;44
57448;Marsal;527;Dieuze;20;57;44
57449;Marsilly;033;Metz;20;57;44
57451;Marthille;541;Morhange;20;57;44
57452;La Maxe;033;Metz;20;57;44
57453;Maxstadt;178;Saint-Avold (partie française);20;57;44
57454;Mécleuves;033;Metz;20;57;44
57455;Mégange;033;Metz;20;57;44
57456;Meisenthal;000;Commune hors attraction des villes;30;57;44
57457;Menskirch;501;Bouzonville;20;57;44
57459;Merschweiller;LUX;Luxembourg (partie française);20;57;44
57460;Merten;000;Commune hors attraction des villes;30;57;44
